"Station","Period","Date","SpeciesCode","Replicates","AdultDensityMean","JuvDensityMean","AdultDensitySE","JuvDensitySE"
1,5,"10/18/82",1003,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1011,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1012,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1014,5,0.0080,0.0000,0.00583,0.00000
1,5,"10/18/82",1016,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1017,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1018,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1019,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1020,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1021,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1029,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1030,5,0.0020,0.0000,0.00200,0.00000
1,5,"10/18/82",1031,5,0.0040,0.0000,0.00245,0.00000
1,5,"10/18/82",1032,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1034,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1035,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1036,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1038,5,0.0040,0.0000,0.00400,0.00000
1,5,"10/18/82",1039,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1040,5,0.0020,0.0000,0.00200,0.00000
1,5,"10/18/82",1041,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1042,5,0.0960,0.0000,0.03881,0.00000
1,5,"10/18/82",1043,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1045,5,0.0020,0.0000,0.00200,0.00000
1,5,"10/18/82",1046,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1047,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1048,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1049,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1051,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1052,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1053,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1055,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1058,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1060,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1061,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1062,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1002,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1003,5,0.0000,0.0060,0.00000,0.00400
1,6,"05/01/83",1011,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1012,5,0.0020,0.0000,0.00200,0.00000
1,6,"05/01/83",1014,5,0.0020,0.0000,0.00200,0.00000
1,6,"05/01/83",1016,5,0.0020,0.0000,0.00200,0.00000
1,6,"05/01/83",1017,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1018,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1019,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1020,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1021,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1029,5,0.0040,0.0000,0.00400,0.00000
1,6,"05/01/83",1030,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1031,5,0.0040,0.0000,0.00400,0.00000
1,6,"05/01/83",1032,5,0.0020,0.0000,0.00200,0.00000
1,6,"05/01/83",1034,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1035,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1036,5,0.0040,0.0000,0.00245,0.00000
1,6,"05/01/83",1038,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1039,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1040,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1041,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1042,5,0.0320,0.0000,0.01241,0.00000
1,6,"05/01/83",1043,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1045,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1046,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1047,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1048,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1049,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1051,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1052,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1053,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1055,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1058,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1060,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1061,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1062,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1002,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1003,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1011,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1012,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1014,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1016,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1017,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1018,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1019,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1020,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1021,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1029,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1030,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1031,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1032,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1034,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1035,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1036,5,0.0020,0.0000,0.00200,0.00000
1,7,"09/15/83",1038,5,0.0020,0.0000,0.00200,0.00000
1,7,"09/15/83",1039,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1040,5,0.0020,0.0000,0.00200,0.00000
1,7,"09/15/83",1041,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1042,5,0.0460,0.0000,0.02857,0.00000
1,7,"09/15/83",1043,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1045,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1046,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1047,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1048,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1049,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1051,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1052,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1053,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1055,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1058,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1060,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1061,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1062,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1002,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1003,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1011,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1012,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1014,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1016,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1017,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1018,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1019,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1020,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1021,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1029,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1030,5,0.0040,0.0000,0.00400,0.00000
1,8,"02/19/84",1031,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1032,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1034,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1035,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1036,5,0.0020,0.0000,0.00200,0.00000
1,8,"02/19/84",1038,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1039,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1040,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1041,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1042,5,0.0040,0.0000,0.00245,0.00000
1,8,"02/19/84",1043,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1045,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1046,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1047,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1048,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1049,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1051,5,0.0000,0.0020,0.00000,0.00200
1,8,"02/19/84",1052,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1053,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1055,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1058,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1060,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1061,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1062,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1002,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1003,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1011,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1012,5,0.0020,0.0000,0.00200,0.00000
1,9,"10/03/84",1014,5,0.0020,0.0020,0.00200,0.00200
1,9,"10/03/84",1016,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1017,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1018,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1019,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1020,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1021,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1029,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1030,5,0.0020,0.0000,0.00200,0.00000
1,9,"10/03/84",1031,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1032,5,0.0020,0.0000,0.00200,0.00000
1,9,"10/03/84",1034,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1035,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1036,5,0.0060,0.0000,0.00400,0.00000
1,9,"10/03/84",1038,5,0.0020,0.0000,0.00200,0.00000
1,9,"10/03/84",1039,5,0.0020,0.0000,0.00200,0.00000
1,9,"10/03/84",1040,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1041,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1042,5,0.0400,0.0000,0.01483,0.00000
1,9,"10/03/84",1043,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1045,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1046,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1047,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1048,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1049,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1051,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1052,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1053,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1055,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1058,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1060,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1061,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1062,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1002,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1003,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1011,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1012,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1014,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1016,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1017,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1018,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1019,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1020,5,0.0020,0.0000,0.00200,0.00000
1,10,"04/24/85",1021,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1029,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1030,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1031,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1032,5,0.0020,0.0000,0.00200,0.00000
1,10,"04/24/85",1034,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1035,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1036,5,0.0040,0.0000,0.00245,0.00000
1,10,"04/24/85",1038,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1039,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1040,5,0.0020,0.0000,0.00200,0.00000
1,10,"04/24/85",1041,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1042,5,0.0060,0.0000,0.00245,0.00000
1,10,"04/24/85",1043,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1045,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1046,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1047,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1048,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1049,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1051,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1052,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1053,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1055,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1058,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1060,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1061,5,0.0000,0.0000,0.00000,0.00000
1,10,"04/24/85",1062,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1002,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1003,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1011,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1012,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1014,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1016,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1017,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1018,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1019,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1020,5,0.0020,0.0000,0.00200,0.00000
1,11,"09/05/85",1021,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1029,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1030,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1031,5,0.0040,0.0000,0.00245,0.00000
1,11,"09/05/85",1032,5,0.0020,0.0000,0.00200,0.00000
1,11,"09/05/85",1034,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1035,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1036,5,0.0020,0.0000,0.00200,0.00000
1,11,"09/05/85",1038,5,0.0020,0.0000,0.00200,0.00000
1,11,"09/05/85",1039,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1040,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1041,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1042,5,0.0180,0.0000,0.00735,0.00000
1,11,"09/05/85",1043,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1045,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1046,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1047,5,0.0020,0.0000,0.00200,0.00000
1,11,"09/05/85",1048,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1049,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1051,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1052,5,0.0040,0.0000,0.00245,0.00000
1,11,"09/05/85",1053,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1055,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1058,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1060,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1061,5,0.0000,0.0000,0.00000,0.00000
1,11,"09/05/85",1062,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1002,5,0.0040,0.0000,0.00400,0.00000
1,12,"04/18/86",1003,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1011,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1012,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1014,5,0.0040,0.0000,0.00400,0.00000
1,12,"04/18/86",1016,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1017,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1018,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1019,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1020,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1021,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1029,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1030,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1031,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1032,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1034,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1035,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1036,5,0.0060,0.0000,0.00245,0.00000
1,12,"04/18/86",1038,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1039,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1040,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1041,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1042,5,0.0260,0.0000,0.01208,0.00000
1,12,"04/18/86",1043,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1045,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1046,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1047,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1048,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1049,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1051,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1052,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1053,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1055,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1058,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1060,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1061,5,0.0000,0.0000,0.00000,0.00000
1,12,"04/18/86",1062,5,0.0000,0.0000,0.00000,0.00000
1,13,"10/05/86",1002,5,0.0020,0.0000,0.00200,0.00000
1,13,"10/05/86",1003,5,0.0020,0.0000,0.00200,0.00000
1,13,"10/05/86",1011,5,0.0000,0.0000,0.00000,0.00000
1,13,"10/05/86",1012,5,0.0000,0.0000,0.00000,0.00000
1,13,"10/05/86",1014,5,0.0120,0.0000,0.01200,0.00000
1,13,"10/05/86",1016,5,0.0000,0.0000,0.00000,0.00000
1,13,"10/05/86",1017,5,0.0000,0.0000,0.00000,0.00000
1,13,"10/05/86",1018,5,0.0000,0.0000,0.00000,0.00000
1,13,"10/05/86",1019,5,0.0000,0.0000,0.00000,0.00000
1,13,"10/05/86",1020,5,0.0060,0.0000,0.00600,0.00000
1,13,"10/05/86",1021,5,0.0000,0.0000,0.00000,0.00000
1,13,"10/05/86",1029,5,0.0000,0.0000,0.00000,0.00000
1,13,"10/05/86",1030,5,0.0000,0.0000,0.00000,0.00000
1,13,"10/05/86",1031,5,0.0000,0.0000,0.00000,0.00000
1,13,"10/05/86",1032,5,0.0000,0.0000,0.00000,0.00000
