"Station","Period","Date","SpeciesCode","Replicates","AdultDensityMean","JuvDensityMean","AdultDensitySE","JuvDensitySE"
1,4,"04/29/82",1024,5,0.0024,0.0000,0.00098,0.00000
1,4,"04/29/82",1025,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1026,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1027,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1028,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1029,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1030,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1031,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1032,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1033,5,0.0008,0.0000,0.00080,0.00000
1,4,"04/29/82",1034,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1035,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1036,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1037,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1038,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1039,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1040,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1041,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1042,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1043,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1044,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1045,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1046,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1047,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1048,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1049,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1051,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1052,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1053,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1054,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1055,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1056,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1058,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1059,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1060,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1061,5,0.0000,0.0000,0.00000,0.00000
1,4,"04/29/82",1062,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1001,5,0.0056,0.0000,0.00271,0.00000
1,5,"10/18/82",1002,5,0.0016,0.0000,0.00098,0.00000
1,5,"10/18/82",1003,5,0.0656,0.0000,0.02836,0.00000
1,5,"10/18/82",1004,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1005,5,0.0040,0.0000,0.00400,0.00000
1,5,"10/18/82",1006,5,0.0088,0.0008,0.00445,0.00080
1,5,"10/18/82",1008,5,0.0032,0.0000,0.00320,0.00000
1,5,"10/18/82",1009,5,0.0472,0.0000,0.01826,0.00000
1,5,"10/18/82",1010,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1011,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1012,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1013,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1014,5,0.0216,0.0000,0.00882,0.00000
1,5,"10/18/82",1015,5,0.0040,0.0000,0.00179,0.00000
1,5,"10/18/82",1016,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1017,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1018,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1019,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1020,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1021,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1022,5,0.0016,0.0000,0.00098,0.00000
1,5,"10/18/82",1023,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1024,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1025,5,0.0032,0.0000,0.00233,0.00000
1,5,"10/18/82",1026,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1027,5,0.0016,0.0000,0.00160,0.00000
1,5,"10/18/82",1028,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1029,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1030,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1031,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1032,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1033,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1034,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1035,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1036,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1037,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1038,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1039,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1040,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1041,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1042,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1043,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1044,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1045,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1046,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1047,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1048,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1049,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1051,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1052,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1053,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1054,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1055,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1056,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1058,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1059,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1060,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1061,5,0.0000,0.0000,0.00000,0.00000
1,5,"10/18/82",1062,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1001,5,0.0048,0.0000,0.00150,0.00000
1,6,"05/01/83",1002,5,0.0016,0.0000,0.00160,0.00000
1,6,"05/01/83",1003,5,0.0160,0.0000,0.01600,0.00000
1,6,"05/01/83",1004,5,0.0024,0.0000,0.00160,0.00000
1,6,"05/01/83",1005,5,0.0208,0.0000,0.01353,0.00000
1,6,"05/01/83",1006,5,0.0112,0.0000,0.00731,0.00000
1,6,"05/01/83",1008,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1009,5,0.0432,0.0000,0.02537,0.00000
1,6,"05/01/83",1010,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1011,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1012,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1013,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1014,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1015,5,0.0008,0.0000,0.00080,0.00000
1,6,"05/01/83",1016,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1017,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1018,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1019,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1020,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1021,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1022,5,0.0024,0.0000,0.00160,0.00000
1,6,"05/01/83",1023,5,0.0008,0.0000,0.00080,0.00000
1,6,"05/01/83",1024,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1025,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1026,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1027,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1028,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1029,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1030,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1031,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1032,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1033,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1034,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1035,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1036,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1037,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1038,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1039,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1040,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1041,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1042,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1043,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1044,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1045,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1046,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1047,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1048,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1049,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1051,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1052,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1053,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1054,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1055,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1056,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1058,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1059,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1060,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1061,5,0.0000,0.0000,0.00000,0.00000
1,6,"05/01/83",1062,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1001,5,0.0120,0.0024,0.00829,0.00160
1,7,"09/15/83",1002,5,0.0008,0.0000,0.00080,0.00000
1,7,"09/15/83",1003,5,0.0920,0.3200,0.04543,0.13928
1,7,"09/15/83",1004,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1005,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1006,5,0.0032,0.0000,0.00080,0.00000
1,7,"09/15/83",1008,5,0.0024,0.0000,0.00240,0.00000
1,7,"09/15/83",1009,5,0.0240,0.2920,0.00790,0.14444
1,7,"09/15/83",1010,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1011,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1012,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1013,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1014,5,0.0008,0.0000,0.00080,0.00000
1,7,"09/15/83",1015,5,0.0008,0.0000,0.00080,0.00000
1,7,"09/15/83",1016,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1017,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1018,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1019,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1020,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1021,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1022,5,0.0040,0.0000,0.00400,0.00000
1,7,"09/15/83",1023,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1024,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1025,5,0.0024,0.0000,0.00240,0.00000
1,7,"09/15/83",1026,5,0.0008,0.0000,0.00080,0.00000
1,7,"09/15/83",1027,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1028,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1029,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1030,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1031,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1032,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1033,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1034,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1035,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1036,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1037,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1038,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1039,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1040,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1041,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1042,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1043,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1044,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1045,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1046,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1047,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1048,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1049,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1051,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1052,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1053,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1054,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1055,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1056,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1058,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1059,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1060,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1061,5,0.0000,0.0000,0.00000,0.00000
1,7,"09/15/83",1062,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1001,5,0.0032,0.0000,0.00196,0.00000
1,8,"02/19/84",1002,5,0.0008,0.0000,0.00080,0.00000
1,8,"02/19/84",1003,5,0.0440,0.0160,0.02040,0.01600
1,8,"02/19/84",1004,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1005,5,0.0008,0.0000,0.00080,0.00000
1,8,"02/19/84",1006,5,0.0080,0.0000,0.00379,0.00000
1,8,"02/19/84",1008,5,0.0016,0.0000,0.00160,0.00000
1,8,"02/19/84",1009,5,0.3704,0.0000,0.28614,0.00000
1,8,"02/19/84",1010,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1011,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1012,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1013,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1014,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1015,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1016,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1017,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1018,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1019,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1020,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1021,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1022,5,0.0040,0.0000,0.00179,0.00000
1,8,"02/19/84",1023,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1024,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1025,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1026,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1027,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1028,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1029,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1030,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1031,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1032,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1033,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1034,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1035,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1036,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1037,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1038,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1039,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1040,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1041,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1042,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1043,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1044,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1045,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1046,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1047,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1048,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1049,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1051,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1052,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1053,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1054,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1055,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1056,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1058,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1059,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1060,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1061,5,0.0000,0.0000,0.00000,0.00000
1,8,"02/19/84",1062,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1001,5,0.0152,0.0144,0.00512,0.00412
1,9,"10/03/84",1002,5,0.0016,0.0000,0.00098,0.00000
1,9,"10/03/84",1003,5,0.0128,0.0600,0.01183,0.06000
1,9,"10/03/84",1004,5,0.0008,0.0000,0.00080,0.00000
1,9,"10/03/84",1005,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1006,5,0.0024,0.0016,0.00098,0.00098
1,9,"10/03/84",1008,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1009,5,0.1496,0.0000,0.06022,0.00000
1,9,"10/03/84",1010,5,0.0024,0.0000,0.00240,0.00000
1,9,"10/03/84",1011,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1012,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1013,5,0.0000,0.0024,0.00000,0.00240
1,9,"10/03/84",1014,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1015,5,0.0000,0.0016,0.00000,0.00160
1,9,"10/03/84",1016,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1017,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1018,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1019,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1020,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1021,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1022,5,0.0048,0.0000,0.00233,0.00000
1,9,"10/03/84",1023,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1024,5,0.0008,0.0000,0.00080,0.00000
1,9,"10/03/84",1025,5,0.0008,0.0000,0.00080,0.00000
1,9,"10/03/84",1026,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1027,5,0.0016,0.0000,0.00160,0.00000
1,9,"10/03/84",1028,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1029,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1030,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1031,5,0.0000,0.0000,0.00000,0.00000
1,9,"10/03/84",1032,5,0.0000,0.0000,0.00000,0.00000
